#Table1
u,g,r,i,z,class,z1,zerr
19.46268,17.53579,16.46027,16.02753,15.63484,GALAXY,0.1214482,2.588542E-05
17.92474,16.10584,15.25294,14.85055,14.53075,GALAXY,0.06770612,1.160982E-05
18.17778,16.5179,15.72328,15.32716,15.01937,GALAXY,0.07629585,2.528095E-05
19.30447,17.46467,16.56861,16.15581,15.855,GALAXY,0.07442924,1.547339E-05
19.34329,17.53131,16.63344,16.10924,15.73284,GALAXY,0.07346766,1.720073E-05
18.30619,16.99886,16.39729,16.01909,15.79818,GALAXY,0.0728629,8.115163E-06
19.12869,18.07962,17.58485,17.22027,16.99784,GALAXY,0.03976011,6.133491E-06
19.05549,17.92564,17.51752,17.2964,17.19674,GALAXY,0.01714914,1.021696E-05
19.50464,17.99035,17.12076,16.63575,16.30313,GALAXY,0.07242344,1.128747E-05
18.79395,16.8782,15.87958,15.39018,14.99528,GALAXY,0.09625987,2.215154E-05
19.16235,17.94287,17.4601,17.11611,16.93715,GALAXY,0.08188197,7.176652E-06
19.32252,17.41491,16.50191,16.0341,15.74419,GALAXY,0.0702865,1.445492E-05
18.20903,16.51777,15.60788,15.09339,14.66106,GALAXY,0.04607445,1.347272E-05
18.50475,17.35748,16.89649,16.66667,16.47561,GALAXY,0.02246744,8.099289E-06
19.50768,18.43407,17.96519,17.65547,17.53115,GALAXY,0.1302113,6.632796E-06
19.02647,17.61402,16.88727,16.50289,16.22942,GALAXY,0.1075861,9.910472E-06
19.00384,17.10307,16.16328,15.72915,15.36857,GALAXY,0.07491926,1.625706E-05
19.108,19.18757,19.07341,18.74481,18.67091,QSO,1.899723,0.0003406668
19.57963,18.11144,17.35196,16.92867,16.63787,GALAXY,0.1028495,1.637519E-05
18.87127,18.50656,18.39017,18.2224,18.09573,QSO,0.4786701,3.985713E-05
19.21209,18.05521,17.62161,17.31956,17.22093,GALAXY,0.07987658,7.744512E-06
19.23939,17.67426,16.83733,16.40756,16.06926,GALAXY,0.09162913,1.263944E-05
19.5572,18.43165,17.74776,17.37054,17.12221,GALAXY,0.186397,9.808208E-06
19.0788,18.86542,18.61682,18.57551,18.58899,QSO,1.129681,0.0003478124
17.28356,16.20421,15.73942,15.52001,15.39336,GALAXY,0.01481642,7.498443E-06
18.59393,17.28168,16.79938,16.59034,16.37869,GALAXY,0.01734248,6.246892E-06
19.58482,17.89099,16.79797,16.26786,15.90972,GALAXY,0.1297939,2.644718E-05
19.24151,18.29521,17.86821,17.52127,17.40192,GALAXY,0.1156443,5.919464E-06
19.02413,18.61094,18.68805,18.51208,18.52605,QSO,0.546863,3.811617E-05
18.99748,19.06911,18.87004,18.86769,18.95023,QSO,1.281463,0.0003412753
19.21939,18.09326,17.64948,17.28711,17.15553,GALAXY,0.08312913,5.070879E-06
18.89173,17.182,16.14764,15.7056,15.35756,GALAXY,0.1389814,2.741338E-05
19.18547,17.49046,16.67054,16.24052,15.92814,GALAXY,0.0397528,2.502689E-05
18.1741,16.19911,15.21681,14.79922,14.4628,GALAXY,0.095552,1.490518E-05
17.31715,16.24697,15.71542,15.45569,15.2995,GALAXY,0.01040521,7.32023E-06
17.79492,17.41301,17.40746,17.24179,17.35698,QSO,0.5701357,5.646464E-05
18.23528,17.02693,16.30299,15.87826,15.59346,GALAXY,0.07409342,6.438071E-06
18.0285,16.79611,16.28705,15.9704,15.78075,GALAXY,0.04880121,1.383793E-05
19.59488,18.33933,17.76869,17.45283,17.25487,GALAXY,0.03314481,9.605023E-06
18.01796,16.04713,15.18001,14.76128,14.40622,GALAXY,0.04757161,1.073557E-05
19.10192,17.64792,17.07446,16.74322,16.57841,GALAXY,0.03491048,4.423454E-05
19.50989,17.73624,16.73923,16.28328,15.96819,GALAXY,0.1040848,2.111948E-05
19.48953,18.1519,17.51829,17.08952,16.89404,GALAXY,0.1234039,7.544159E-06
18.40015,16.41072,15.4394,14.96729,14.58653,GALAXY,0.05160759,1.141016E-05
18.91668,17.66548,17.0703,16.6757,16.45034,GALAXY,0.05614231,7.749333E-06
18.36395,18.03895,18.18051,17.99243,17.88859,QSO,0.4880424,9.418053E-05
19.06029,17.17101,16.19198,15.6504,15.27447,GALAXY,0.1054442,1.819624E-05
19.06636,19.09167,19.06033,18.88806,18.6871,QSO,1.968472,0.0004409709
19.40616,17.38238,16.36446,15.92762,15.5799,GALAXY,0.1078588,1.673911E-05
18.8569,16.76499,15.73752,15.28308,14.89626,GALAXY,0.1077109,2.81132E-05
19.0235,17.28563,16.43233,15.99803,15.68569,GALAXY,0.08305217,1.756756E-05
19.07921,17.58524,16.88685,16.49965,16.23513,GALAXY,0.08671761,1.561266E-05
19.175,17.85136,17.19964,16.83153,16.5595,GALAXY,0.03281073,1.078886E-05
18.62206,17.37177,16.81573,16.46378,16.29424,GALAXY,0.06148464,8.235349E-06
17.00614,15.61708,14.9661,14.61168,14.32356,GALAXY,0.03855768,1.489919E-05
19.49881,18.41646,17.75416,17.42798,17.13332,GALAXY,0.1034019,1.927968E-05
18.7541,17.6608,17.22777,16.88774,16.82451,GALAXY,0.08703071,7.217975E-06
19.46408,18.22838,17.5172,17.12357,16.88015,GALAXY,0.1506883,8.141665E-06
17.63366,16.44193,15.91345,15.55218,15.40168,GALAXY,0.07842115,9.169233E-06
18.86396,18.69507,18.6186,18.32085,18.31903,QSO,1.675771,0.0003569149
18.98982,17.39429,16.6205,16.13461,15.78649,GALAXY,0.1008124,2.078797E-05
18.82766,17.67048,17.26342,17.04198,16.91809,GALAXY,0.04579799,6.052535E-06
18.85899,17.22447,16.48588,16.05271,15.72949,GALAXY,0.04159344,8.077793E-06
19.08434,17.78288,17.12879,16.76163,16.53914,GALAXY,0.1192744,1.550453E-05
19.23879,17.49932,16.53521,16.09223,15.76121,GALAXY,0.03969949,1.448246E-05
18.77985,16.79218,15.82712,15.32334,14.96448,GALAXY,0.06349778,1.653755E-05
18.86324,17.57866,17.19514,16.99101,16.83591,GALAXY,0.03425082,1.109928E-05
19.5913,17.46728,16.08447,15.58549,15.19087,GALAXY,0.1986393,3.003839E-05
19.52411,17.99299,17.14338,16.67672,16.37898,GALAXY,0.1128442,1.211678E-05
19.28234,17.92565,17.24105,16.85794,16.64317,GALAXY,0.06959236,1.112654E-05
19.26358,19.03065,18.88382,18.62233,18.34679,QSO,2.0463,0.0004571555
19.39289,18.16078,17.50093,17.11805,16.90137,GALAXY,0.1432121,1.145557E-05
19.54465,17.71717,16.84909,16.46468,16.13871,GALAXY,0.07207954,1.769495E-05
19.19502,17.87833,17.17474,16.74906,16.48202,GALAXY,0.09624825,6.102479E-06
18.00646,16.15324,15.27368,14.85772,14.54376,GALAXY,0.04931227,1.095829E-05
19.39439,19.25288,19.23895,18.95582,18.94088,QSO,1.830089,0.0004414323
18.06659,16.29697,15.49092,15.07452,14.76027,GALAXY,0.05463209,1.41423E-05
18.39916,16.52547,15.62388,15.17435,14.82589,GALAXY,0.08184979,1.438774E-05
18.4745,18.04116,17.90856,17.7606,17.67522,QSO,0.7059758,0.0001144065
18.55499,17.2745,16.83934,16.66168,16.50003,GALAXY,0.008215745,9.532399E-06
19.58117,19.58296,19.16077,19.19793,19.22743,QSO,1.20781,0.0003116826
18.40809,18.17032,17.86781,17.85767,17.8846,QSO,1.095564,0.0002431694
19.54483,17.32712,16.10213,15.60439,15.21372,GALAXY,0.1502571,2.569697E-05
18.66375,16.71732,15.77974,15.31612,14.94658,GALAXY,0.04098138,1.148616E-05
18.99798,17.95453,17.48927,17.17787,17.00494,GALAXY,0.08968825,8.523275E-06
19.52347,18.10513,17.28467,16.82169,16.5584,GALAXY,0.1317753,1.488188E-05
18.22739,16.83303,16.17382,15.78839,15.53632,GALAXY,0.06348825,1.157542E-05
18.54802,17.45053,16.98511,16.71634,16.53301,GALAXY,0.03307033,8.187658E-06
16.58281,14.4314,13.45162,12.98753,12.64324,GALAXY,0.0476666,7.734488E-06
19.3524,17.83356,17.05247,16.63653,16.33299,GALAXY,0.05565441,1.593405E-05
18.70039,16.63283,15.74407,15.27471,14.95076,GALAXY,0.04789258,1.339023E-05
18.45444,17.29739,16.77618,16.46285,16.25104,GALAXY,0.03425849,6.408123E-06
19.4504,17.28798,16.14302,15.61484,15.21947,GALAXY,0.104246,2.514431E-05
19.25643,17.95548,16.98206,16.48947,16.16162,GALAXY,0.1887948,1.960898E-05
17.89492,16.59043,16.03117,15.68735,15.5207,GALAXY,0.03541532,9.843247E-06
19.5132,17.81556,16.93882,16.47583,16.14994,GALAXY,0.05474215,1.348273E-05
18.48811,16.49738,15.55735,15.11557,14.77159,GALAXY,0.06895768,1.251498E-05
19.47028,18.5358,17.67721,17.25242,16.67278,GALAXY,0.06500173,1.440593E-05
19.1597,18.97103,18.54641,18.45592,18.53831,QSO,1.186516,0.0002898081
17.93184,16.11885,15.3324,14.9226,14.60357,GALAXY,0.03453404,9.134677E-06
18.86044,17.07621,16.28204,15.87801,15.58686,GALAXY,0.05619228,2.475409E-05
19.34872,18.3398,17.97378,17.72551,17.62581,GALAXY,0.03714112,6.448918E-06
19.26701,17.92311,17.34756,17.01852,16.73873,GALAXY,0.03654855,9.346561E-06
18.87836,17.31711,16.51683,16.03938,15.69838,GALAXY,0.06930025,6.270268E-06
16.50438,14.4093,13.44438,12.95014,12.58672,GALAXY,0.03022975,1.061381E-05
19.07968,17.01163,16.0304,15.57275,15.18457,GALAXY,0.05871984,1.625982E-05
19.0982,17.5402,16.74135,16.34132,16.01862,GALAXY,0.05836785,1.409198E-05
19.4845,17.48037,16.44723,15.96986,15.58179,GALAXY,0.09357972,2.093781E-05
18.38715,16.57021,15.67563,15.22178,14.89034,GALAXY,0.04085286,1.373203E-05
18.83176,17.11387,16.263,15.81567,15.47504,GALAXY,0.05007326,1.108776E-05
19.40615,18.04338,17.35272,16.97841,16.79599,GALAXY,0.1109157,2.603851E-05
18.868,17.17473,16.35118,15.95581,15.68838,GALAXY,0.04257933,1.319044E-05
19.33983,17.98789,17.43757,17.12158,16.93834,GALAXY,0.1020189,1.183313E-05
19.41597,18.13948,17.61357,17.27831,17.13313,GALAXY,0.05516746,6.582829E-06
18.54738,16.95256,16.01662,15.55287,15.2365,GALAXY,0.05368819,1.393537E-05
19.54819,19.48841,19.44707,19.25494,19.11674,QSO,2.05082,0.0004608574
18.59068,17.50968,17.02229,16.6534,16.48672,GALAXY,0.07154638,8.139823E-06
18.99297,17.62289,17.00962,16.67543,16.47846,GALAXY,0,0
18.55482,17.53713,16.87132,16.42375,16.22706,GALAXY,0.141256,7.186977E-06
18.50843,16.75122,15.99254,15.51641,15.20308,GALAXY,0.04343703,1.390452E-05
19.30938,18.35274,17.83197,17.49765,17.41525,GALAXY,0.1329239,6.605357E-06
19.19419,17.44278,16.64242,16.24782,15.95334,GALAXY,0.04493869,1.924935E-05
18.73461,17.46717,16.67685,16.22361,15.91015,GALAXY,0.1324092,1.271703E-05
16.6287,14.79341,13.98957,13.57315,13.1955,GALAXY,0.03030854,1.204231E-05
17.56118,16.19283,15.60019,15.29806,15.0979,GALAXY,0.03248969,1.486581E-05
17.08505,15.29616,14.43775,14.01632,13.70841,GALAXY,0.04218301,1.184187E-05
19.38917,19.16965,18.89244,18.62893,18.58734,QSO,1.54326,0.0002617779
19.51042,19.29612,19.00749,18.98532,18.99253,QSO,1.026258,0.000280007
18.48701,16.74885,15.89818,15.46861,15.14908,GALAXY,0.03500361,1.082556E-05
18.23156,16.88813,16.18351,15.77335,15.53694,GALAXY,0.08226528,1.427744E-05
19.30819,18.07547,17.61908,17.29624,17.14085,GALAXY,0.05905537,8.610247E-06
19.04654,16.93504,16.02834,15.57116,15.20037,GALAXY,0.05689059,1.231882E-05
18.9604,17.06112,16.00551,15.58141,15.25973,GALAXY,0.1004718,2.192493E-05
19.28849,17.45706,16.44463,15.96169,15.60279,GALAXY,0.08236862,1.38812E-05
18.48104,17.60872,17.36798,17.14501,17.06911,GALAXY,0.04298364,5.874888E-06
17.69692,15.68774,14.77022,14.32595,14.00933,GALAXY,0.05914784,1.195432E-05
18.78835,16.70574,15.66008,15.19432,14.80908,GALAXY,0.1020683,2.074856E-05
19.54548,18.28897,17.77583,17.43774,17.38778,GALAXY,0.08311923,1.080415E-05
19.57185,18.32824,17.65155,17.24547,17.01414,GALAXY,0.1015905,8.356426E-06
18.63702,17.30717,16.67222,16.29524,16.04819,GALAXY,0.06005766,2.244619E-05
18.7384,17.70447,17.2163,16.91735,16.7728,GALAXY,0.05014856,7.40273E-06
18.26948,17.00741,16.42207,16.07343,15.79843,GALAXY,0.0394011,9.106812E-06
18.8806,17.31283,16.56451,16.19637,15.95133,GALAXY,0.0315559,2.413375E-05
17.14311,15.86078,15.21047,14.82693,14.57271,GALAXY,0.04380119,1.089148E-05
17.90446,17.7032,17.54621,17.55354,17.45696,QSO,0.8851066,8.71631E-05
18.35874,17.39311,16.79611,16.44408,16.30452,GALAXY,0.1261275,1.091257E-05
17.4368,16.38361,16.00036,15.7255,15.53079,GALAXY,0.03923943,8.145152E-06
19.43988,17.92431,16.98769,16.55657,16.26755,GALAXY,0.142403,2.287299E-05
18.77311,18.44515,18.59513,18.36238,18.37765,QSO,0.5356903,0.0001074656
18.99949,17.65218,16.73528,16.26054,15.93434,GALAXY,0.1369519,1.572198E-05
19.13403,17.9138,17.36822,17.05458,16.84364,GALAXY,0,0
18.95531,17.41551,16.77614,16.44928,16.23891,GALAXY,0.05724485,1.525211E-05
17.38575,16.51556,16.2313,16.0436,15.89621,GALAXY,0.03572528,4.973906E-06
19.42449,18.22874,17.51665,17.09709,16.80021,GALAXY,0.0890528,8.320462E-06
19.22032,17.82899,17.35277,17.02996,16.80585,GALAXY,0.04773964,5.801744E-06
17.33491,15.47796,14.57585,14.12888,13.78146,GALAXY,0.04103215,1.176655E-05
19.50227,18.24307,17.59385,17.12375,16.91448,GALAXY,0.07079402,7.558554E-06
19.50373,17.77659,16.95072,16.54655,16.23178,GALAXY,0.04518133,2.032631E-05
18.52096,17.37704,16.91508,16.58813,16.41113,GALAXY,0.07810377,7.737686E-06
18.56441,16.5795,15.57141,15.09851,14.70961,GALAXY,0.1015726,2.193218E-05
19.4079,17.89668,17.05316,16.40512,16.14413,GALAXY,0.08717967,9.491224E-06
19.53543,17.51553,16.48967,16.03061,15.66317,GALAXY,0.1011732,2.521432E-05
19.06444,18.88921,18.89221,18.63461,18.58558,QSO,1.871934,0.0003489904
17.49697,16.45788,16.13538,15.90047,15.71127,GALAXY,0.04035633,6.790258E-06
18.56324,16.83277,15.90207,15.38827,14.96519,GALAXY,0.0373176,1.197361E-05
19.13247,18.04331,17.65423,17.41686,17.32822,GALAXY,0.01553768,1.001488E-05
17.9434,16.90938,16.48657,16.22512,16.12705,GALAXY,0.03233883,7.325407E-06
18.47565,16.56551,15.63822,15.18519,14.81368,GALAXY,0.07259209,1.793324E-05
19.01636,17.20414,16.45537,16.0242,15.72226,GALAXY,0.0708328,2.112218E-05
18.06221,16.18493,15.28406,14.87363,14.54234,GALAXY,0.03983247,1.02864E-05
17.67736,15.32772,14.18072,13.61881,13.18531,GALAXY,0.04034569,1.147971E-05
17.16545,15.38553,14.52033,14.09019,13.79016,GALAXY,0.03444621,1.027806E-05
19.11633,17.70861,17.34433,17.04816,17.01924,GALAXY,0.03413924,6.829172E-06
19.46328,18.17097,17.58446,17.20391,17.01263,GALAXY,0.06201827,8.995543E-06
19.59417,17.85944,16.92052,16.44417,16.08995,GALAXY,0.08833942,1.606004E-05
19.40452,18.40882,17.62482,17.08673,16.81137,GALAXY,0.1185138,1.354245E-05
19.5521,17.57931,16.59145,16.12747,15.76951,GALAXY,0.07958333,1.99358E-05
19.29796,17.74729,17.06116,16.77905,16.54405,GALAXY,0.03868962,3.783648E-05
19.23175,18.97935,18.84699,18.95192,18.93154,QSO,0.9474919,0.0002232398
18.3796,17.32273,16.72414,16.41975,16.17643,GALAXY,0.03439206,8.609793E-06
19.15924,17.13946,16.15166,15.711,15.34838,GALAXY,0.0939979,1.200177E-05
19.13715,18.07473,17.6705,17.35069,17.22466,GALAXY,0.1023744,7.83521E-06
19.02719,17.88208,17.42815,17.16434,17.01698,GALAXY,0.07095735,8.023678E-06
19.23438,17.16891,16.0464,15.50638,15.08108,GALAXY,0.1028745,1.971256E-05
19.59855,18.13912,17.40823,17.06552,16.78151,GALAXY,0.03522284,1.600425E-05
18.82597,17.43748,16.78627,16.42215,16.07545,GALAXY,0.03252864,1.387136E-05
19.17283,17.5851,16.89644,16.5929,16.38766,GALAXY,0.04163219,2.944522E-05
17.52043,15.71383,14.88271,14.48446,14.16905,GALAXY,0.03799969,9.91886E-06
19.42259,19.34917,19.12756,19.12598,19.21614,QSO,1.234318,0.0006447439
18.39274,17.02885,16.39528,16.06304,15.8112,GALAXY,0.03517346,1.170664E-05
19.05356,17.67725,16.97309,16.52999,16.27916,GALAXY,0.06479893,8.284196E-06
18.91702,17.60161,16.89063,16.50297,16.2569,GALAXY,0.1261057,9.530149E-06
19.02032,17.56534,16.78694,16.36248,16.07054,GALAXY,0.102407,1.625907E-05
19.52415,17.67744,16.85126,16.44801,16.15998,GALAXY,0.06353322,1.986148E-05
18.7446,16.97106,16.145,15.73817,15.43145,GALAXY,0.03620528,1.593218E-05
16.73739,15.49887,14.91361,14.56603,14.34464,GALAXY,0.03960849,9.031468E-06
19.19182,17.31464,16.49562,16.11679,15.83568,GALAXY,0.0311496,1.543848E-05
19.31471,18.26442,17.61529,17.23657,17.00003,GALAXY,0.1587226,7.237649E-06
18.09244,16.93385,16.36702,16.0046,15.82483,GALAXY,0.06141032,8.526031E-06
18.79555,17.7768,17.41735,17.1279,17.03622,GALAXY,0.06283315,5.456687E-06
18.99673,18.01096,17.70173,17.49237,17.35502,GALAXY,0.04123561,5.499169E-06
16.92333,15.6109,14.90293,14.55876,14.27213,GALAXY,0.04210872,1.065953E-05
17.53155,15.6136,14.79555,14.35661,14.01662,GALAXY,0.03781201,1.107119E-05
19.32684,17.74542,16.86145,16.40007,16.07029,GALAXY,0.09954458,1.359847E-05
18.81617,16.93316,16.03563,15.62167,15.28801,GALAXY,0.07159763,1.972798E-05
19.11226,17.99419,17.3204,16.93247,16.69271,GALAXY,0.1287963,1.213699E-05
18.22881,16.83946,16.22354,15.87451,15.6462,GALAXY,0.05105205,1.373696E-05
17.88904,15.93486,15.01829,14.58938,14.25083,GALAXY,0.03578429,9.490003E-06
17.65104,16.4694,15.93216,15.5577,15.3868,GALAXY,0.07186682,8.99035E-06
18.87383,17.86643,17.53287,17.31731,17.12938,GALAXY,0.03440332,6.895613E-06
17.44176,15.71202,14.97586,14.75475,14.57145,GALAXY,-0.0001341886,8.475838E-06
17.92925,16.03585,15.1059,14.62365,14.26918,GALAXY,0.07077058,1.767024E-05
18.85916,17.74335,17.35882,17.09494,16.88899,GALAXY,0.05451467,5.803794E-06
19.3061,18.91286,18.65409,18.56128,18.54424,QSO,0.9252231,0.0002590737
18.37705,17.18796,16.75393,16.47183,16.2913,GALAXY,0.05232294,8.159369E-06
17.09184,15.5697,14.83262,14.44151,14.10693,GALAXY,0.0427495,9.241345E-06
19.35914,17.82542,17.08154,16.70187,16.40294,GALAXY,0.03287703,1.526395E-05
18.80516,17.15236,16.39633,16.03014,15.73379,GALAXY,0.03981631,1.934737E-05
18.32393,17.03821,16.67174,16.40833,16.43846,GALAXY,0.03889418,8.79722E-06
18.99375,17.08228,16.17142,15.74444,15.4068,GALAXY,0.06265093,1.43086E-05
19.34957,18.2375,17.72665,17.29122,17.14096,GALAXY,0.08988122,6.37347E-06
18.3331,16.43647,15.54387,15.14021,14.78291,GALAXY,0.06165979,1.359603E-05
19.10047,17.93373,17.50383,17.24643,17.11618,GALAXY,0.04782536,7.87439E-06
17.61048,15.68708,14.81759,14.39422,14.07591,GALAXY,0.03588799,8.911952E-06
17.24872,15.7464,15.05552,14.66212,14.3093,GALAXY,0.03706244,1.233661E-05
18.11873,17.01871,16.53996,16.24312,16.01729,GALAXY,0.0332005,6.618364E-06
19.11979,17.85904,17.31129,16.9676,16.7575,GALAXY,0.09494468,8.97308E-06
18.79775,17.61852,17.29025,17.14252,17.04369,GALAXY,0.03466107,6.609036E-06
18.65585,17.76057,17.46552,17.14834,17.07373,GALAXY,0.07210449,5.972405E-06
18.12779,16.33974,15.53463,15.07331,14.78868,GALAXY,0.07252238,1.761755E-05
19.26879,18.23548,17.57417,17.16396,16.95214,GALAXY,0.1549199,7.846486E-06
19.22957,17.96315,17.39027,17.04807,16.85849,GALAXY,0.07982227,1.144012E-05
19.28246,17.98861,17.41916,17.14505,16.98277,GALAXY,0.03301414,2.590136E-05
19.42356,17.86903,17.17945,16.77518,16.53353,GALAXY,0.06659777,1.199494E-05
18.99089,17.55125,16.85332,16.5028,16.20731,GALAXY,0.04204251,1.173869E-05
18.65289,18.43928,18.18267,18.11334,18.12236,QSO,1.307891,0.0001964725
19.24007,17.91808,17.39429,17.06677,16.97232,GALAXY,0.07399129,1.674441E-05
19.49732,18.14331,17.32936,16.88165,16.5921,GALAXY,0.141828,1.002947E-05
17.38181,15.91885,15.41624,15.13257,15.13697,GALAXY,0.03444966,1.178572E-05
18.37289,16.94085,16.22889,15.78737,15.59582,GALAXY,0.08060028,1.393064E-05
18.52589,16.60574,15.71907,15.27823,14.91738,GALAXY,0.0398324,1.164853E-05
19.42442,17.86179,17.12403,16.79114,16.5659,GALAXY,0.03461247,3.434715E-05
19.45632,19.03602,18.92388,18.93321,18.94994,QSO,1.286374,2.020173
18.82619,17.16935,16.36775,15.8571,15.50652,GALAXY,0.06081524,1.162315E-05
18.71573,17.41211,16.88396,16.51965,16.42009,GALAXY,0.0870425,8.10646E-06
19.02962,17.92065,17.36978,17.05061,16.87716,GALAXY,0.1346955,9.656239E-06
19.33974,18.23535,17.81399,17.54303,17.46679,GALAXY,0.03322768,8.858087E-06
19.11303,18.14191,17.81549,17.70138,17.65388,GALAXY,0.4440227,4.54444E-05
18.53821,17.33953,16.93092,16.68497,16.58998,GALAXY,0.03517329,7.827336E-06
17.11553,15.43126,14.60894,14.17607,13.86153,GALAXY,0.03368952,1.148092E-05
18.44287,18.10158,18.11846,18.11585,18.02394,QSO,0.7629584,0.0001134436
18.31792,17.09747,16.62551,16.32014,16.09293,GALAXY,0.0356772,6.307529E-06
19.56132,17.82621,16.97435,16.60504,16.29235,GALAXY,0.09362791,1.589833E-05
17.0518,16.01091,15.3959,15.04376,14.75097,GALAXY,0.03451908,9.23904E-06
18.87594,17.93547,17.62681,17.35423,17.28306,GALAXY,0.08220035,7.061251E-06
19.022,17.86114,17.37403,17.11163,16.90532,GALAXY,0.02375191,8.544509E-06
19.02349,17.64724,16.82618,16.3431,15.99057,GALAXY,0.1319374,1.133034E-05
17.06655,15.98942,15.58991,15.32733,15.24369,GALAXY,0.03629195,6.560272E-06
19.53074,19.35103,19.02843,19.04275,19.20008,QSO,1.109338,0.0003923201
18.64268,17.61825,17.1031,16.69709,16.54108,GALAXY,0.09518974,7.962871E-06
19.18295,17.11897,16.19988,15.6679,15.27744,GALAXY,0.06376211,1.775739E-05
19.47705,17.543,16.55395,16.14203,15.79731,GALAXY,0.1011838,2.264311E-05
19.52128,17.47988,16.36287,15.87813,15.50811,GALAXY,0.1346521,1.69883E-05
19.48693,17.8676,17.00695,16.54931,16.27004,GALAXY,0.1053628,1.315391E-05
19.00481,17.72914,17.07896,16.68236,16.42928,GALAXY,0.1023365,9.628154E-06
19.20587,18.11411,17.60682,17.2766,17.11594,GALAXY,0.095633,7.996709E-06
17.89943,16.23368,15.45231,15.03655,14.7149,GALAXY,0.04678693,1.289912E-05
18.52696,16.6954,15.85364,15.44772,15.15632,GALAXY,0.04525281,1.7717E-05
19.1095,17.67086,17.11226,16.80775,16.6219,GALAXY,0.05446574,1.543938E-05
19.52919,17.67604,16.74243,16.29535,15.98415,GALAXY,0.07364738,2.509675E-05
19.36959,18.20234,17.75466,17.42599,17.26783,GALAXY,0.08320293,8.218424E-06
17.77106,16.91895,16.55031,16.25102,16.06257,GALAXY,0.03477711,5.319647E-06
19.58224,18.17955,17.48994,17.04976,16.85149,GALAXY,0.07136568,8.350515E-06
19.32962,17.58864,16.68039,16.2037,15.85958,GALAXY,0.1244909,1.803996E-05
19.20681,19.15423,18.93901,19.04415,19.15891,QSO,1.098849,0.0003833877
18.78344,17.61978,17.18091,16.8917,16.71942,GALAXY,0.04867387,9.674314E-06
18.13273,17.18395,16.40847,15.9174,15.66601,QSO,0.09140215,2.398195E-05
18.9677,18.60371,18.40887,18.1348,18.10129,QSO,1.8054,0.0003085712
19.00261,17.40017,16.58173,16.11879,15.73674,GALAXY,0.07596885,1.560264E-05
18.37064,16.94985,16.26715,15.89907,15.60276,GALAXY,0.0465407,1.164432E-05
19.22069,17.44628,16.50885,16.04734,15.68248,GALAXY,0.06337126,2.002103E-05
19.05868,18.10919,17.80952,17.65809,17.54755,GALAXY,0.02529234,4.671619E-06
17.59167,15.89092,15.02175,14.5438,14.16514,GALAXY,0.0648798,1.302178E-05
19.49892,18.24536,17.42921,17.04355,16.71856,GALAXY,0.1681098,1.279466E-05
19.27225,17.7134,17.05911,16.65714,16.39929,GALAXY,0.1106237,5.229616E-06
19.40949,18.15856,17.30833,16.8749,16.64964,GALAXY,0.1802486,1.630303E-05
19.41455,17.87015,17.02873,16.6256,16.3294,GALAXY,0.1081203,1.896037E-05
19.58384,18.25186,17.79647,17.52962,17.48762,GALAXY,0.03523646,1.940332E-05
19.13042,17.16191,16.151,15.65593,15.27662,GALAXY,0.08219023,1.568545E-05
18.92672,17.43279,16.70357,16.32725,16.03939,GALAXY,0.03367207,1.451979E-05
19.51721,17.54461,16.5222,16.09475,15.72669,GALAXY,0.1105418,1.954603E-05
18.13074,16.6824,15.93506,15.48255,15.21778,GALAXY,0.07124631,9.656955E-06
18.55691,16.96819,16.46258,16.23425,16.00139,GALAXY,0.0125234,6.203993E-06
19.02583,17.24884,16.36508,15.87651,15.53965,GALAXY,0.08759867,1.762991E-05
19.46795,18.18239,17.6892,17.40738,17.21337,GALAXY,0.08797736,1.433739E-05
19.00996,17.66188,16.874,16.42837,16.08963,GALAXY,0.1251475,1.281928E-05
18.73169,16.69443,15.6076,15.0604,14.61542,GALAXY,0.08266549,1.801132E-05
19.16989,17.8801,17.48605,17.21138,17.10822,GALAXY,0.04765685,2.071039E-05
19.30634,17.86941,17.25302,16.9058,16.67077,GALAXY,0.05433994,1.819064E-05
19.01456,17.60415,16.93819,16.5452,16.30143,GALAXY,0.09985507,1.25556E-05
19.4059,18.07585,17.47494,17.11139,16.92723,GALAXY,0.08444808,1.30966E-05
19.46014,17.8773,17.22071,16.91483,16.75165,GALAXY,0.06538238,1.580442E-05
19.48553,18.1316,17.58172,17.23606,16.94732,GALAXY,0.04712651,8.559828E-06
19.48651,18.27894,17.6682,17.27069,17.09269,GALAXY,0.06404387,6.81179E-06
17.58497,15.94631,15.21713,14.84473,14.51721,GALAXY,0.06539505,1.646519E-05
19.44193,18.54485,18.15797,17.82733,17.63574,GALAXY,0.07362331,6.005699E-06
19.20168,17.07888,16.03695,15.5581,15.1816,GALAXY,0.08513433,1.994771E-05
19.42899,18.22309,17.80184,17.62311,17.48794,GALAXY,0.01966286,1.166602E-05
19.0572,17.21385,16.22355,15.81238,15.45568,GALAXY,0.1106574,1.806876E-05
19.49219,18.33851,17.96417,17.70839,17.59175,GALAXY,0.03524119,6.649459E-06
18.97882,17.62421,16.87899,16.47161,16.18218,GALAXY,0.09589206,1.019429E-05
18.6689,17.4164,16.84388,16.50805,16.33851,GALAXY,0.04783645,1.460122E-05
19.37737,18.72502,18.31956,18.23552,18.10551,QSO,1.086164,0.0002661415
19.22183,17.00408,15.81839,15.29904,14.87177,GALAXY,0.134285,2.862233E-05
