#Table1
u,g,r,i,z,class,z1,zerr
17.784,16.33955,15.55842,15.1442,14.85804,GALAXY,0.1018593,1.382112E-05
18.29697,16.41706,15.54111,15.11558,14.79168,GALAXY,0.04488389,1.253046E-05
19.08181,17.96743,17.56313,17.27667,17.13676,GALAXY,0.04962,1.445807E-05
18.04049,18.03343,18.25315,18.42483,18.6953,QSO,2.091771,0.0005756775
18.44613,16.79965,16.08241,15.73647,15.45442,GALAXY,0.04270766,8.864822E-06
19.15048,17.97572,17.31872,16.89936,16.68548,GALAXY,0.1058285,5.319509E-06
19.29046,17.85435,17.0916,16.66636,16.38726,GALAXY,0.1104904,1.066053E-05
19.59224,17.86734,16.92253,16.51926,16.18141,GALAXY,0.110583,1.678288E-05
19.29671,18.08723,17.35173,16.96409,16.69497,GALAXY,0.1564129,1.263014E-05
18.52827,16.80832,15.83271,15.35645,14.96491,GALAXY,0.09684288,1.816565E-05
18.778,17.23255,16.57355,16.22529,15.96597,GALAXY,0.04567731,1.218082E-05
19.12344,17.93769,17.51613,17.19537,17.07649,GALAXY,0.06744266,6.965836E-06
19.44447,19.40911,19.38783,19.20754,19.59434,QSO,1.919357,0.0007348848
19.12952,18.84519,18.65091,18.38678,18.47658,QSO,1.550761,0.0001847431
17.87337,16.63388,16.208,15.94142,15.70904,GALAXY,0.03452868,6.814497E-06
17.35423,15.50413,14.66942,14.251,13.92855,GALAXY,0.03497588,9.94236E-06
19.11737,17.97731,17.44529,17.09107,16.89035,GALAXY,0.1008266,8.096353E-06
17.56977,16.2391,15.68298,15.37941,15.16302,GALAXY,0.03114149,1.564498E-05
17.66573,16.48819,16.1069,15.88278,15.72259,GALAXY,0.04136341,7.365974E-06
19.43624,18.04207,17.28488,16.86728,16.5816,GALAXY,0.1094212,1.646303E-05
18.29553,16.89685,16.23827,15.87868,15.57077,GALAXY,0.0301458,1.253022E-05
19.2851,18.1336,17.73907,17.42894,17.31397,GALAXY,0.06090167,6.153579E-06
18.66555,17.3694,16.7179,16.35712,16.13091,GALAXY,0.06393116,1.361289E-05
16.93685,15.32615,14.81617,14.44581,14.04886,GALAXY,0.01278918,1.820309E-05
18.79881,17.64009,17.13648,16.8224,16.61379,GALAXY,0.05429325,7.967834E-06
18.30995,17.09893,16.48318,16.09332,15.8764,GALAXY,0.08008918,6.466286E-06
18.74739,18.456,18.26871,18.07407,18.02331,QSO,1.922641,0.0005318859
19.08764,17.64495,16.997,16.65913,16.34514,GALAXY,0.042392,2.121701E-05
18.689,17.26579,16.75271,16.36895,16.20347,GALAXY,0.07624111,6.653364E-06
18.84808,17.58447,17.02673,16.73001,16.59402,GALAXY,0.08394885,1.646042E-05
17.54824,17.4281,17.29662,17.27868,17.26398,QSO,1.309331,0.000139983
19.56492,17.80545,16.75111,16.27757,15.8978,GALAXY,0.1350128,3.200566E-05
18.47622,16.91305,16.21899,15.84667,15.67578,GALAXY,0.04622545,1.543297E-05
18.85785,17.40919,16.61041,16.15879,15.83762,GALAXY,0.1102066,1.111583E-05
18.97703,17.70245,17.06284,16.69924,16.48697,GALAXY,0.06667698,1.365574E-05
19.37495,17.52235,16.5371,16.0323,15.67057,GALAXY,0.08463878,1.532322E-05
19.42516,18.26562,17.57286,17.1883,16.99084,GALAXY,0.1297614,7.740665E-06
18.2919,17.3599,17.00826,16.74026,16.56598,GALAXY,0.0432595,6.131106E-06
17.88207,16.70037,16.25121,15.9414,15.75756,GALAXY,0.05382331,1.180296E-05
19.14139,18.19047,17.62066,17.29227,17.08356,GALAXY,0.1598595,8.819566E-06
18.16419,18.01364,17.89782,17.89606,17.43042,QSO,0.3249666,3.990794E-05
17.55178,16.24374,15.59688,15.23067,14.95249,GALAXY,0.04187593,1.50562E-05
19.33978,17.54012,16.70911,16.24268,15.93069,GALAXY,0.1102247,1.001042E-05
17.34039,15.78796,14.99991,14.57146,14.48616,QSO,0.04058219,2.544041E-05
18.71509,16.76027,15.791,15.33336,14.99055,GALAXY,0.09712674,1.805189E-05
19.31726,18.17753,17.54293,17.15817,16.87381,GALAXY,0.1471788,1.318524E-05
19.49515,17.67879,16.56904,16.06272,15.66751,GALAXY,0.1472268,2.14205E-05
18.44059,17.14182,16.49817,16.08117,15.827,GALAXY,0.07011475,7.514163E-06
18.62495,17.50762,17.01099,16.71453,16.53621,GALAXY,0.07008673,9.139844E-06
18.83127,16.93335,15.96962,15.5114,15.16553,GALAXY,0.08787201,2.911091E-05
19.27555,18.26333,17.94497,17.63172,17.50236,GALAXY,0.0561855,6.636491E-06
19.17761,17.20634,16.20302,15.75897,15.41471,GALAXY,0.1040002,2.355535E-05
19.14079,17.67933,16.98085,16.63136,16.3787,GALAXY,0.04123991,2.285102E-05
19.56484,18.33039,17.67968,17.28653,17.00707,GALAXY,0.113538,9.540596E-06
18.90702,18.72495,18.74592,18.51933,18.3248,QSO,1.983856,0.0001622837
18.36586,16.80343,15.88984,15.42264,15.08064,GALAXY,0.1370348,1.765199E-05
19.47678,17.91229,17.12736,16.71643,16.38881,GALAXY,0.1042615,2.550619E-05
18.21285,16.79227,16.2609,16.03394,15.98469,GALAXY,0,0
17.91663,16.60563,15.91587,15.52111,15.20105,GALAXY,0.0332229,7.425069E-06
19.49969,17.66415,16.73974,16.24489,15.85497,GALAXY,0.04096297,1.393248E-05
18.30131,17.3267,17.07722,16.87176,17.10405,GALAXY,0.03497136,5.775436E-06
19.0147,17.34397,16.51948,16.09843,15.80188,GALAXY,0.04634884,1.637983E-05
16.70146,14.9355,14.12266,13.70237,13.40154,GALAXY,0.03547912,8.984816E-06
18.95988,17.93407,17.18424,16.74183,16.50563,GALAXY,0.1922133,1.267349E-05
19.5877,18.29284,17.81098,17.47228,17.33729,GALAXY,0.07184311,1.018764E-05
18.7841,17.6644,17.20945,16.86548,16.68715,GALAXY,0.1146294,6.897884E-06
16.74891,15.57929,15.17122,14.90801,14.72137,GALAXY,0.04041258,8.194569E-06
17.52581,15.65727,14.81164,14.39575,14.10155,GALAXY,0.03630955,9.899572E-06
19.11384,17.78966,17.07274,16.6328,16.33366,GALAXY,0.08932881,7.88095E-06
19.507,17.99744,17.2915,16.87539,16.6162,GALAXY,0.1276817,2.090062E-05
16.55582,15.4305,14.96661,14.71141,14.50578,GALAXY,0.03739001,1.04495E-05
18.84164,18.68706,18.66168,18.40429,18.3187,QSO,1.809057,0.0003790467
19.13011,17.99735,17.68252,17.44748,17.28811,GALAXY,0.03751007,6.517071E-06
18.37514,16.33741,15.54493,15.10935,14.80936,GALAXY,0.06673264,1.023354E-05
18.91584,17.85946,17.30872,16.95577,16.78941,GALAXY,0.09326509,7.564809E-06
16.7592,15.65604,15.05881,14.70217,14.41574,GALAXY,0.04108335,5.939068E-06
19.32746,17.19161,16.13643,15.65375,15.2821,GALAXY,0.106636,1.914915E-05
18.04802,17.75486,17.65453,17.47961,17.36554,QSO,1.952488,0.0003667753
18.61784,16.83864,15.87911,15.42559,15.08999,GALAXY,0.07664775,2.074549E-05
18.29919,17.6301,17.62757,17.49642,17.30173,QSO,0.7027833,0.0001089167
18.49454,17.0549,16.31717,15.94741,15.6784,GALAXY,0.03525101,1.297155E-05
18.70118,16.77773,15.84187,15.40788,15.07259,GALAXY,0.07210236,8.565174E-06
19.34775,18.26282,17.6972,17.25563,17.084,GALAXY,0.1310632,5.438595E-06
19.01073,17.82328,17.13869,16.7024,16.4273,GALAXY,0.07773671,8.354729E-06
18.71009,17.2432,16.52321,16.14862,15.90567,GALAXY,0.07072731,2.037856E-05
19.4669,18.29176,17.64124,17.28308,17.01213,GALAXY,0.08617085,9.21205E-06
18.73499,18.42234,18.19514,17.89963,17.94803,QSO,1.587645,0.0002268459
19.49289,17.44163,16.34256,15.88208,15.49854,GALAXY,0.1299866,2.823946E-05
18.95967,17.33702,16.56511,16.1784,15.92226,GALAXY,0.04022337,1.350147E-05
18.5599,17.27896,16.62966,16.18877,15.95193,GALAXY,0.07668353,8.734287E-06
19.37977,17.95928,17.18989,16.76819,16.51383,GALAXY,0.1008944,1.11625E-05
19.2759,17.92624,17.38047,16.99333,16.79082,GALAXY,0.07453166,6.198755E-06
19.08627,16.94274,15.83651,15.35593,15.02702,GALAXY,0.1093994,2.34345E-05
19.23265,18.15219,17.47512,17.07694,16.88426,GALAXY,0.1805861,1.490541E-05
19.27102,17.6631,16.67722,16.23555,15.90596,GALAXY,0.167438,2.248284E-05
19.42799,18.34585,17.75013,17.35907,17.1498,GALAXY,0.1341379,5.235599E-06
18.81647,17.16228,16.29922,15.76379,15.45082,GALAXY,0.07959725,6.810686E-06
18.7515,17.21648,16.51172,16.05807,15.75266,GALAXY,0.06680897,6.86535E-06
19.29531,18.10921,17.6414,17.34061,17.20249,GALAXY,0.04613828,5.775523E-06
16.88662,15.16943,14.65157,14.38744,14.27,GALAXY,0.01654923,1.368378E-05
18.31594,16.78317,16.04731,15.64049,15.35443,GALAXY,0.07960428,1.011213E-05
19.53217,19.42681,19.51718,19.27722,19.21998,QSO,1.713009,0.0002518221
18.96417,17.33229,16.6599,16.28764,16.06824,GALAXY,0.05169376,2.490209E-05
17.96043,16.10424,15.26579,14.85485,14.56378,GALAXY,0.0402791,1.228386E-05
17.79453,16.82557,16.56644,16.38722,16.27063,GALAXY,0.0351571,6.259206E-06
19.39894,18.0434,17.25017,16.81026,16.49016,GALAXY,0.1060091,1.632861E-05
19.05531,17.95905,17.54769,17.29242,17.11241,GALAXY,0.05165255,5.784362E-06
19.43682,17.56133,16.63659,16.21529,15.87683,GALAXY,0.0672872,1.946663E-05
18.04096,16.0783,15.20848,14.78685,14.47814,GALAXY,0.04819693,1.104693E-05
19.40853,19.23582,18.90667,18.83161,18.86754,QSO,1.214571,0.0003456775
18.59762,18.49582,18.4628,18.2538,18.26769,QSO,1.687334,0.0002423617
19.57049,17.7452,16.87271,16.48496,16.2914,GALAXY,0.0847192,1.733234E-05
18.20839,16.72045,16.09714,15.75238,15.50169,GALAXY,0.07047427,1.449028E-05
18.59782,18.23433,18.0768,17.85169,17.89071,QSO,1.580323,0.0001959274
18.86823,17.22015,16.34266,15.86581,15.45741,GALAXY,0.06424201,1.636167E-05
18.19796,16.23761,15.31025,14.86924,14.51402,GALAXY,0.05697516,1.164409E-05
18.52357,17.47361,17.16145,16.85545,16.72425,GALAXY,0.07316611,6.484791E-06
17.88459,17.02682,16.40165,15.9063,15.64007,QSO,0.08616762,2.185313E-05
19.32151,19.46121,18.94621,18.70869,18.0152,QSO,0.3112097,4.074148E-05
18.99878,17.89639,17.44148,17.11728,16.94469,GALAXY,0.07348108,7.916153E-06
19.08092,17.74195,17.09982,16.72185,16.38289,GALAXY,0.03767668,9.444367E-06
18.58759,17.21879,16.46463,16.05743,15.79401,GALAXY,0.1025184,1.266349E-05
18.77281,17.01277,16.24224,15.8807,15.59002,GALAXY,0.04754827,9.829761E-06
18.91788,18.69541,18.67328,18.7738,18.72833,QSO,0.8504961,0.0002871359
19.49522,17.5288,16.40395,15.92982,15.52944,GALAXY,0.1370519,2.262925E-05
18.19572,17.14369,16.73835,16.4842,16.34177,GALAXY,0.03795562,6.417744E-06
18.0001,16.67871,16.20294,15.88091,15.67476,GALAXY,0.0525668,1.296236E-05
17.89028,16.45887,15.73423,15.35584,15.079,GALAXY,0.05443535,1.632377E-05
19.2563,18.78788,18.65256,18.56306,18.66322,QSO,1.729471,0.0007705478
18.8632,16.77704,15.77528,15.26989,14.84684,GALAXY,0.04657257,1.412103E-05
18.83788,17.39649,16.87779,16.57863,16.55024,GALAXY,0.0453878,1.955588E-05
19.268,17.27663,16.38888,16.01052,15.69157,GALAXY,0.08815624,1.770997E-05
19.5686,19.48159,19.29156,19.28325,19.39824,QSO,1.197251,0.0005066691
18.91199,17.54754,16.81556,16.2731,15.89151,GALAXY,0.0817866,6.047741E-06
18.78669,17.26515,16.52956,16.13469,15.85247,GALAXY,0.1355182,1.579635E-05
18.20045,17.14337,16.68613,16.38974,16.19803,GALAXY,0.03880826,9.78431E-06
18.5053,17.33218,16.91535,16.62788,16.46072,GALAXY,0.04652233,6.249133E-06
18.867,17.23168,16.36761,15.95949,15.62575,GALAXY,0.07852842,2.316574E-05
17.77041,17.09729,17.52938,17.62624,17.42586,GALAXY,0.03834809,5.582531E-06
19.52681,18.01755,17.26267,16.83951,16.54466,GALAXY,0.1183326,1.330427E-05
19.30463,17.25517,16.33349,15.87506,15.52198,GALAXY,0.06555472,1.424753E-05
19.56022,17.63647,16.72624,16.2898,15.95334,GALAXY,0.07126129,1.836155E-05
19.13227,18.16193,17.88216,17.63158,17.56108,GALAXY,0.04774817,4.581268E-06
19.37489,17.74531,16.80987,16.3142,15.95453,GALAXY,0.1029974,1.14608E-05
18.96894,17.42754,16.62224,16.22509,15.89848,GALAXY,0.07545279,1.744861E-05
19.38414,17.29194,16.2802,15.79979,15.42318,GALAXY,0.08554232,2.078051E-05
19.33734,17.01782,16.36215,15.96895,15.58728,GALAXY,0.03841434,8.964606E-06
19.16637,17.32519,16.39096,15.88526,15.46893,GALAXY,0.04095611,1.422201E-05
16.97211,15.26642,14.4945,14.09681,13.78089,GALAXY,0.04153874,9.901091E-06
18.27907,16.17756,15.17211,14.67391,14.29067,GALAXY,0.05933176,1.387671E-05
18.4197,17.04103,16.36408,15.99936,15.71914,GALAXY,0,0
18.95696,17.08114,16.18937,15.79571,15.46923,GALAXY,0.08654326,2.348709E-05
19.35911,19.1402,19.08729,18.82935,18.88891,QSO,1.725953,0.0005081808
18.91108,18.77221,18.80324,18.51421,18.54856,QSO,1.729664,0.0002666011
19.27493,18.07249,17.61775,17.38594,17.09628,GALAXY,0.04008435,1.01725E-05
19.42937,17.2722,16.22082,15.76005,15.35953,GALAXY,0.1126058,2.190927E-05
19.42764,18.39273,17.73285,17.38828,17.05764,GALAXY,0.1494505,1.261519E-05
19.03727,17.92114,17.39463,17.07975,16.88674,GALAXY,0.03891959,8.171332E-06
18.18913,17.27112,16.92953,16.54426,16.47376,GALAXY,0.07108922,6.481667E-06
19.03453,17.2366,16.31006,15.82903,15.49671,GALAXY,0.111811,1.4192E-05
19.1263,18.0508,17.69183,17.49767,17.30732,GALAXY,0.01442383,5.758176E-06
18.69309,17.14277,16.31995,15.87376,15.63177,GALAXY,0.03266076,1.195025E-05
19.41512,18.07217,17.30813,16.87066,16.59005,GALAXY,0.1240294,1.073432E-05
19.23643,17.78661,17.29901,17.0001,16.85004,GALAXY,0.03204991,1.06899E-05
18.18128,16.47834,15.67249,15.26881,14.97634,GALAXY,0.08836691,2.026142E-05
19.54192,17.74714,16.88712,16.49545,16.20732,GALAXY,0.07316951,2.420101E-05
18.6153,17.70935,17.25232,16.87129,16.73359,GALAXY,0.09382017,7.684741E-06
18.75367,17.16212,16.43614,16.09585,15.83523,GALAXY,0.03181614,1.526048E-05
19.28093,17.90987,17.36765,17.08397,16.90093,GALAXY,0.09718933,1.441456E-05
18.94211,18.3877,18.26103,18.18545,18.01669,QSO,2.334598,0.0002050621
18.58349,17.50262,17.05483,16.89817,16.62716,GALAXY,0.01373615,7.144899E-06
19.34222,17.99618,17.39987,17.02633,16.77867,GALAXY,0.08997302,1.120198E-05
19.5837,17.46252,16.37446,15.87929,15.44304,GALAXY,0.06328201,1.924294E-05
19.1926,18.11017,17.66741,17.49209,17.43172,GALAXY,0.0369037,8.211523E-06
19.04471,17.23838,16.42249,16.03548,15.78039,GALAXY,0.04658718,1.632675E-05
19.27563,18.11327,17.31819,16.86258,16.60673,QSO,0.1331946,4.200537E-05
19.27194,18.20491,17.69491,17.30897,17.0945,GALAXY,0.1186467,6.577492E-06
19.47537,18.01522,17.13056,16.65506,16.31069,GALAXY,0.09648119,1.144886E-05
19.47998,17.50257,16.53012,16.08313,15.72632,GALAXY,0.08893439,2.759161E-05
19.52026,18.39427,17.77946,17.42859,17.20037,GALAXY,0.09590238,1.395175E-05
19.55679,18.31239,17.74118,17.32969,17.18218,GALAXY,0.08585636,6.759417E-06
19.11482,17.68861,16.92179,16.50613,16.19348,GALAXY,0.1108904,1.470564E-05
17.33938,15.39187,14.49142,14.06248,13.70936,GALAXY,0.04604629,1.008474E-05
18.97182,17.89094,17.05854,16.56405,16.30953,QSO,0.1348432,1.986094E-05
18.84427,17.11096,16.1703,15.65141,15.2094,GALAXY,0.03792354,1.245942E-05
17.73083,17.22843,16.91907,16.74557,16.3035,QSO,0.3889384,4.379863E-05
18.85969,18.20376,17.72841,17.38801,17.66737,GALAXY,0.01633127,7.159071E-05
19.46207,17.93735,17.04055,16.60326,16.36447,GALAXY,0.1705934,2.886203E-05
19.50392,19.18019,18.8765,18.91305,18.89081,QSO,1.023676,0.000248245
19.13973,17.47974,16.4725,16.02378,15.68886,GALAXY,0.1451426,2.808149E-05
17.99111,16.58649,15.86627,15.46627,15.16079,GALAXY,0.07146694,1.533941E-05
18.99619,17.19679,16.37771,15.99354,15.69278,GALAXY,0.03006104,1.908944E-05
18.78291,17.73176,17.39155,17.10004,17.08326,GALAXY,0.08489351,6.711159E-06
17.88841,16.75962,16.21499,15.83927,15.62597,GALAXY,0.05491268,8.3753E-06
18.762,17.52011,16.89291,16.49188,16.26535,GALAXY,0.1087444,6.923964E-06
18.88361,17.7255,17.24652,16.97782,16.73021,GALAXY,0.03703872,1.194792E-05
18.35979,17.2044,16.89515,16.60776,16.62366,GALAXY,0.006787286,4.57636E-05
19.37354,18.01335,17.27764,16.81874,16.6323,GALAXY,0.1394936,6.646477E-06
18.47324,17.05371,16.27246,15.86007,15.56198,GALAXY,0.09814379,1.291196E-05
18.47868,16.7887,15.91562,15.47524,15.10936,GALAXY,0.08825085,1.698667E-05
18.94016,17.94035,17.5752,17.20934,17.04228,GALAXY,0.05172961,4.985438E-06
18.51668,16.73546,15.77894,15.33701,15.02178,GALAXY,0.08230585,2.253642E-05
19.46651,17.79357,16.90978,16.4301,16.06424,GALAXY,0.08768946,1.050432E-05
18.95788,18.65483,18.6159,18.39706,18.35764,QSO,0.6790344,0.0002245431
18.77534,17.14154,16.36491,15.88494,15.51711,GALAXY,0.04862064,7.284497E-06
19.29058,18.23323,17.75899,17.46431,17.32453,GALAXY,0.109509,1.385078E-05
18.96362,17.14979,16.24939,15.81127,15.47656,GALAXY,0.0581206,1.427452E-05
16.86985,15.98842,15.7032,15.52741,15.37602,GALAXY,0.03270587,5.995281E-06
17.88286,16.90246,16.5507,16.31165,16.16458,GALAXY,0.04902901,8.382531E-06
18.85686,17.68452,17.33404,17.08715,16.93706,GALAXY,0.04513242,7.564191E-06
19.44816,19.38401,19.31993,19.06932,18.96237,QSO,1.761628,0.0003696819
19.59358,17.78729,16.96852,16.60285,16.28801,GALAXY,0.08129116,1.563831E-05
19.46721,18.34396,17.86104,17.62835,17.53007,GALAXY,0.0306681,7.056482E-06
19.52748,17.94694,17.18475,16.77069,16.44395,GALAXY,0.05765918,1.784834E-05
18.71453,17.55479,17.52139,17.55148,17.62221,GALAXY,0,0
19.37747,18.23501,17.7452,17.44424,17.22164,GALAXY,0.06137431,8.988479E-06
19.09568,18.12182,17.75333,17.49171,17.39675,GALAXY,0.112258,5.351523E-06
19.58805,18.42278,17.70923,17.27333,17.07339,GALAXY,0.1875188,1.82377E-05
19.35958,17.58112,16.73709,16.32898,16.01271,GALAXY,0.09674893,2.08141E-05
17.009,15.63171,14.95599,14.57799,14.26312,GALAXY,0.03247196,1.09067E-05
18.9472,18.76309,18.69157,18.4999,18.46597,QSO,1.823872,0.0002022408
19.53042,17.57636,16.50191,16.02548,15.65299,GALAXY,0.1066865,2.107E-05
19.58839,17.92933,17.14967,16.69868,16.34097,GALAXY,0.05291661,1.838108E-05
19.42107,17.53147,16.6264,16.20061,15.85957,GALAXY,0.09304505,2.576681E-05
19.3632,17.74915,16.98403,16.58578,16.28401,GALAXY,0.06846657,2.91724E-05
19.41816,17.9632,17.22414,16.83368,16.54968,GALAXY,0.1596448,1.873951E-05
19.08665,18.23055,17.95466,17.81532,17.64457,GALAXY,0.01115337,6.794055E-06
18.82063,18.61582,18.36187,18.25328,17.72384,QSO,0.2968173,8.736025E-05
18.23775,16.48631,15.71573,15.33902,15.0587,GALAXY,0.04697376,1.486133E-05
18.17969,16.88783,16.27785,15.91297,15.69893,GALAXY,0.06823132,1.303662E-05
19.15601,17.6268,16.71069,16.26096,15.91047,GALAXY,0.1463613,3.005782E-05
19.09571,17.59588,16.78075,16.38422,16.07703,GALAXY,0.1315789,1.42118E-05
19.22962,18.99925,18.59247,18.17422,18.12958,QSO,0.2005345,3.642336E-05
19.59875,18.32573,17.84116,17.59335,17.55375,GALAXY,0.06949502,1.232599E-05
19.42547,19.1755,18.69519,18.27988,18.19831,QSO,0.2176215,3.768015E-05
19.16192,17.88948,17.3825,17.02717,16.85843,GALAXY,0.08631366,8.777271E-06
19.27682,18.15261,17.67592,17.35879,17.15635,GALAXY,0.04973972,7.504383E-06
19.21512,18.82926,18.42394,18.05536,18.04982,QSO,0.1751422,3.246194E-05
19.44548,18.24482,17.42742,17.03878,16.79062,GALAXY,0.1565029,5.681589E-05
19.29425,19.14243,18.96316,18.69101,18.5316,QSO,1.887162,0.000427601
18.84347,17.31887,16.64654,16.26409,16.01826,GALAXY,0.08451947,1.980259E-05
19.37518,18.23664,17.81657,17.50273,17.44501,GALAXY,0.08835,8.825614E-06
19.35565,18.22098,17.72526,17.40211,17.24451,GALAXY,0.07218929,7.82089E-06
18.88399,18.65635,18.61387,18.41639,18.37053,QSO,1.737782,0.0004500459
19.2678,17.93801,17.3918,17.07917,16.8343,GALAXY,0.08238152,1.056736E-05
19.39263,17.50994,16.58495,16.13403,15.78711,GALAXY,0.06724677,1.64453E-05
17.93817,16.67653,16.09746,15.77885,15.51829,GALAXY,0.0413368,1.218518E-05
19.57447,17.89826,17.04411,16.62767,16.2536,GALAXY,0.1104117,1.886187E-05
19.29223,19.2302,19.20177,18.96531,18.81051,QSO,2.018903,0.0004081152
18.78567,17.65316,17.10682,16.83551,16.59422,GALAXY,0.02938801,8.602715E-06
19.50756,18.34198,17.93433,17.63669,17.52933,GALAXY,0.05171528,7.02036E-06
19.46718,17.31402,16.1445,15.51368,15.06423,GALAXY,0.09474733,2.15603E-05
19.47552,19.26355,19.07161,18.79823,18.71785,QSO,1.665072,0.0002784707
17.03416,15.04007,14.1451,13.71098,13.35282,GALAXY,0.03274072,7.154031E-06
19.14673,18.07621,17.53473,17.20998,16.99225,GALAXY,0.1371508,9.668371E-06
16.84162,15.4252,14.77392,14.42339,14.12992,GALAXY,0.03704705,1.08618E-05
18.18063,18.09789,17.76997,17.73228,17.86657,QSO,1.25379,0.0002414042
19.09069,16.93587,15.92693,15.49867,15.12622,GALAXY,0.0902839,2.036876E-05
18.84701,17.33179,16.5141,16.05533,15.7336,GALAXY,0.09652334,1.501126E-05
17.76924,16.10889,15.39755,15.00465,14.7314,GALAXY,0.06795294,1.476111E-05
17.5486,17.50738,17.3801,17.39247,17.43647,QSO,1.24158,0.0002375453
19.10145,18.08674,17.82171,17.59198,17.5347,GALAXY,0.0603818,5.918613E-06
19.27806,17.2368,16.12472,15.65207,15.2425,GALAXY,0.1225098,2.037809E-05
19.33377,18.99058,18.81916,18.59739,18.61208,QSO,1.508178,0.0004871712
18.44076,16.64795,15.77116,15.35512,15.05017,GALAXY,0.09891234,1.664022E-05
17.56161,16.1657,15.45365,15.06556,14.77158,GALAXY,0.04891251,8.34848E-06
19.59034,17.60976,16.6034,16.15341,15.83453,GALAXY,0.09395206,1.721523E-05
19.06937,17.10723,16.18519,15.80711,15.46034,GALAXY,0.1085747,1.701401E-05
18.79366,17.22099,16.53978,16.20053,15.95603,GALAXY,0.03921957,1.399338E-05
16.87349,15.6339,15.02618,14.67432,14.40904,GALAXY,0.03416763,9.126077E-06
19.07613,18.27962,18.00998,17.61015,17.62318,GALAXY,0.1023161,1.694734E-05
18.5382,17.54261,16.89676,16.511,16.24892,GALAXY,0.1117009,1.525051E-05
18.78623,16.92412,15.93057,15.39811,14.99777,GALAXY,0.05394387,1.49994E-05
19.03926,18.709,18.73252,18.48521,18.47332,QSO,1.807183,0.0005142655
17.75898,16.05455,15.25337,14.81832,14.47976,GALAXY,0.04156395,1.018929E-05
17.43663,16.24498,15.65266,15.29344,15.03521,GALAXY,0.0398918,1.118722E-05
18.32746,17.90516,17.42643,16.82019,16.79989,QSO,0.1142152,3.240137E-05
19.03673,17.40306,16.48184,16.06462,15.74351,GALAXY,0.08029238,2.067931E-05
17.90194,16.1726,15.38703,15.01241,14.7264,GALAXY,0.05822298,1.183554E-05
19.5479,18.28878,17.72591,17.40469,17.19218,GALAXY,0.04959126,1.05868E-05
18.15685,17.83098,17.86927,17.95395,17.94887,QSO,0.6905719,6.252991E-05
19.23806,17.99975,17.27066,16.85265,16.55321,GALAXY,0.122327,1.14992E-05
18.65667,17.10409,16.34219,16.05472,15.64961,GALAXY,-8.980394E-05,1.141006E-05
19.50105,19.124,18.92277,18.73303,18.80119,QSO,1.483032,0.0003186445
19.38214,18.28397,17.58605,17.16429,16.95303,GALAXY,0.1431608,9.228604E-06
18.87861,18.76712,18.70244,18.81951,18.86168,QSO,0.9376841,0.0006090039
18.17311,16.37612,15.53119,15.13973,14.79586,GALAXY,0.04595054,1.311118E-05
19.08082,18.03813,17.78604,17.58187,17.42288,GALAXY,0.03743689,4.847265E-06
18.958,17.19077,16.41807,16.05508,15.76156,GALAXY,0.04631742,1.608143E-05
18.84164,17.91407,17.54885,17.4389,17.36058,GALAXY,0.0162357,5.254741E-06
19.17407,17.99193,17.47118,17.13711,16.94885,GALAXY,0.1095487,1.034759E-05
18.52287,17.10594,16.5162,16.1762,15.89723,GALAXY,0.03871611,1.090128E-05
18.66149,17.4373,16.93293,16.55638,16.40324,GALAXY,0.08448749,6.46488E-06
19.53349,19.38813,19.40368,19.16638,19.19359,QSO,1.851299,0.0003183808
